Company,City_Mpg,Fuel_Type,Highway_Mpg,Classification,Model Year,Year,Price
MINI,27,Gasoline,35,Manual transmission,2012 MINI Cooper Hardtop,2012,521085
MINI,26,Gasoline,34,Automatic transmission,2012 MINI Cooper Hardtop,2012,1961975
MINI,25,Gasoline,33,Manual transmission,2012 MINI Cooper Hardtop,2012,2088483
MINI,29,Gasoline,37,Manual transmission,2011 MINI Cooper Hardtop,2011,1457485
MINI,28,Gasoline,36,Automatic transmission,2011 MINI Cooper Hardtop,2011,2822765
MINI,27,Gasoline,35,Manual transmission,2011 MINI Cooper Hardtop,2011,1845601
MINI,26,Gasoline,34,Automatic transmission,2011 MINI Cooper Hardtop,2011,2823064
MINI,25,Gasoline,33,Manual transmission,2011 MINI Cooper Hardtop,2011,531422
MINI,28,Gasoline,37,Manual transmission,2010 MINI Cooper Hardtop,2010,1621533
MINI,25,Gasoline,33,Automatic transmission,2010 MINI Cooper Hardtop,2010,2890891
MINI,26,Gasoline,34,Manual transmission,2010 MINI Cooper Hardtop,2010,1011433
MINI,24,Gasoline,32,Automatic transmission,2010 MINI Cooper Hardtop,2010,2913806
MINI,25,Gasoline,33,Manual transmission,2010 MINI Cooper Hardtop,2010,512557
MINI,27,Gasoline,35,Manual transmission,2012 MINI Cooper Convertible,2012,506876
MINI,27,Gasoline,35,Automatic transmission,2012 MINI Cooper Convertible,2012,2006297
MINI,27,Gasoline,35,Manual transmission,2012 MINI Cooper Convertible,2012,2215088
MINI,26,Gasoline,34,Automatic transmission,2012 MINI Cooper Convertible,2012,2369036
MINI,25,Gasoline,33,Manual transmission,2012 MINI Cooper Convertible,2012,2138341
MINI,28,Gasoline,35,Manual transmission,2011 MINI Cooper Convertible,2011,1208625
MINI,27,Gasoline,36,Automatic transmission,2011 MINI Cooper Convertible,2011,1454923
MINI,27,Gasoline,35,Manual transmission,2011 MINI Cooper Convertible,2011,1568892
MINI,26,Gasoline,34,Automatic transmission,2011 MINI Cooper Convertible,2011,2996636
MINI,25,Gasoline,33,Manual transmission,2011 MINI Cooper Convertible,2011,2060385
MINI,28,Gasoline,36,Manual transmission,2010 MINI Cooper Convertible,2010,1196805
MINI,25,Gasoline,33,Automatic transmission,2010 MINI Cooper Convertible,2010,1027494
MINI,26,Gasoline,34,Manual transmission,2010 MINI Cooper Convertible,2010,2414197
MINI,24,Gasoline,32,Automatic transmission,2010 MINI Cooper Convertible,2010,2162364
MINI,25,Gasoline,33,Manual transmission,2010 MINI Cooper Convertible,2010,2582507
Jaguar,16,Gasoline,23,Automatic transmission,2011 Jaguar XJ,2011,613307
Jaguar,15,Gasoline,22,Automatic transmission,2011 Jaguar XJ,2011,2258734
Jaguar,15,Gasoline,21,Automatic transmission,2011 Jaguar XJ,2011,2203347
Jaguar,15,Gasoline,21,Automatic transmission,2011 Jaguar XJ,2011,2483950
Jaguar,15,Gasoline,21,Automatic transmission,2011 Jaguar XJ,2011,1207865
Jaguar,15,Gasoline,21,Automatic transmission,2011 Jaguar XJ,2011,2562222
Chevrolet,22,Gasoline,33,Automatic transmission,2012 Chevrolet Malibu,2012,2097469
Chevrolet,22,Gasoline,33,Automatic transmission,2012 Chevrolet Malibu,2012,1648438
Chevrolet,22,Gasoline,33,Automatic transmission,2012 Chevrolet Malibu,2012,1056101
Chevrolet,17,Gasoline,26,Automatic transmission,2012 Chevrolet Malibu,2012,2020541
Chevrolet,22,Gasoline,33,Automatic transmission,2012 Chevrolet Malibu,2012,1295168
Chevrolet,17,Gasoline,26,Automatic transmission,2012 Chevrolet Malibu,2012,2039275
Chrysler,16,Gasoline,27,Automatic transmission,2010 Chrysler Sebring Sedan,2010,2638846
MINI,27,Gasoline,35,Manual transmission,2012 MINI Clubman,2012,1644152
MINI,27,Gasoline,35,Automatic transmission,2012 MINI Clubman,2012,1081235
MINI,27,Gasoline,35,Manual transmission,2012 MINI Clubman,2012,2854569
MINI,26,Gasoline,34,Automatic transmission,2012 MINI Clubman,2012,2909746
MINI,25,Gasoline,33,Manual transmission,2012 MINI Clubman,2012,661952
Aston Martin,11,Gasoline,17,Manual transmission,2011 Aston Martin DBS Volante,2011,2804824
Aston Martin,12,Gasoline,18,Automatic transmission,2011 Aston Martin DBS Volante,2011,1068455
MINI,28,Gasoline,35,Manual transmission,2011 MINI Clubman,2011,563789
MINI,27,Gasoline,36,Automatic transmission,2011 MINI Clubman,2011,768049
MINI,27,Gasoline,35,Manual transmission,2011 MINI Clubman,2011,505486
MINI,26,Gasoline,34,Automatic transmission,2011 MINI Clubman,2011,2728603
MINI,25,Gasoline,33,Manual transmission,2011 MINI Clubman,2011,552852
MINI,28,Gasoline,36,Manual transmission,2010 MINI Clubman,2010,1900289
MINI,25,Gasoline,33,Automatic transmission,2010 MINI Clubman,2010,548560
MINI,26,Gasoline,34,Manual transmission,2010 MINI Clubman,2010,2225467
MINI,24,Gasoline,32,Automatic transmission,2010 MINI Clubman,2010,2437553
MINI,25,Gasoline,33,Manual transmission,2010 MINI Clubman,2010,2370445
Aston Martin,13,Gasoline,19,Automatic transmission,2011 Aston Martin Rapide,2011,2761108
Aston Martin,13,Gasoline,19,Automatic transmission,2011 Aston Martin Rapide,2011,2423445
Chrysler,21,Gasoline,30,Automatic transmission,2011 Chrysler 200 Sedan,2011,640569
Chrysler,20,Gasoline,31,Automatic transmission,2011 Chrysler 200 Sedan,2011,1062354
Chrysler,20,Gasoline,31,Automatic transmission,2011 Chrysler 200 Sedan,2011,659037
Chrysler,14,,21,Automatic transmission,2011 Chrysler 200 Sedan,2011,627564
Jaguar,16,Gasoline,22,Automatic transmission,2011 Jaguar XK Convertible,2011,1322239
Jaguar,15,Gasoline,22,Automatic transmission,2011 Jaguar XK Convertible,2011,1857303
Jaguar,16,Gasoline,24,Automatic transmission,2011 Jaguar XK Coup,2011,1949154
Jaguar,15,Gasoline,22,Automatic transmission,2011 Jaguar XK Coup,2011,2627891
Jaguar,15,Gasoline,22,Automatic transmission,2011 Jaguar XK Coup,2011,1584063
Chrysler,18,Gasoline,27,Automatic transmission,2011 Chrysler 300,2011,671851
Chrysler,18,Gasoline,27,Automatic transmission,2011 Chrysler 300,2011,2667742
Chrysler,16,Gasoline,25,Automatic transmission,2011 Chrysler 300,2011,2574029
Chrysler,15,Gasoline,23,Automatic transmission,2011 Chrysler 300,2011,2308123
Jaguar,16,Gasoline,22,Automatic transmission,2010 Jaguar XK Convertible,2010,1612807
Jaguar,15,Gasoline,22,Automatic transmission,2010 Jaguar XK Convertible,2010,2377554
Subaru,20,Gasoline,26,Automatic transmission,2010 Subaru Impreza Sedan,2011,1355321
Subaru,20,Gasoline,27,Manual transmission,2010 Subaru Impreza Sedan,2011,1772835
Subaru,19,Gasoline,24,Automatic transmission,2010 Subaru Impreza Sedan,2010,1781180
Jaguar,15,Gasoline,22,Automatic transmission,2010 Jaguar XK Coup,2010,2185500
Jaguar,16,Gasoline,24,Automatic transmission,2010 Jaguar XK Coup,2010,1088588
Jaguar,16,Gasoline,23,Automatic transmission,2011 Jaguar XF,2011,2142174
Jaguar,16,Gasoline,23,Automatic transmission,2011 Jaguar XF,2011,2281886
Jaguar,15,Gasoline,21,Automatic transmission,2011 Jaguar XF,2011,706756
Jaguar,15,Gasoline,21,Automatic transmission,2011 Jaguar XF,2011,1620447
Jeep,23,Gasoline,29,Manual transmission,2011 Jeep Patriot,2011,1054187
Jeep,23,Gasoline,28,Manual transmission,2011 Jeep Patriot,2011,1549365
Jeep,22,Gasoline,28,Manual transmission,2011 Jeep Patriot,2011,2377195
Jeep,23,Gasoline,29,Manual transmission,2011 Jeep Patriot,2011,2549384
Jeep,23,Gasoline,28,Manual transmission,2011 Jeep Patriot,2011,2490949
Jeep,22,Gasoline,28,Manual transmission,2011 Jeep Patriot,2011,1497843
Jeep,23,Gasoline,28,Manual transmission,2011 Jeep Patriot,2011,1550471
Jeep,22,Gasoline,28,Manual transmission,2011 Jeep Patriot,2011,2278907
Jeep,23,Gasoline,28,Manual transmission,2011 Jeep Patriot,2011,2261132
Jeep,22,Gasoline,28,Manual transmission,2011 Jeep Patriot,2011,1233125
Chrysler,18,Gasoline,26,Automatic transmission,2010 Chrysler 300,2010,996392
Chrysler Group LLC,17,Gasoline,23,Automatic transmission,2010 Chrysler 300,2010,2069860
Chrysler Group LLC,17,Gasoline,25,Automatic transmission,2010 Chrysler 300,2010,2470619
Chrysler Group LLC,17,Gasoline,25,Automatic transmission,2010 Chrysler 300,2010,750388
Chrysler Group LLC,17,Gasoline,23,Automatic transmission,2010 Chrysler 300,2010,2289886
Chrysler,16,Gasoline,25,Automatic transmission,2010 Chrysler 300,2010,1458033
Chrysler,16,Gasoline,23,Automatic transmission,2010 Chrysler 300,2010,1976604
Chrysler Group LLC,17,Gasoline,25,Automatic transmission,2010 Chrysler 300,2010,1548947
Chrysler,16,Gasoline,25,Automatic transmission,2010 Chrysler 300,2010,622075
Chrysler Group LLC,13,Gasoline,19,Automatic transmission,2010 Chrysler 300,2010,2070252
Chrysler,17,,25,Automatic transmission,2011 Chrysler Town and Country,2011,1910485
Chrysler,17,,25,Automatic transmission,2011 Chrysler Town and Country,2011,1469291
Chrysler,17,,25,Automatic transmission,2011 Chrysler Town and Country,2011,1223262
Chrysler,16,Gasoline,23,Automatic transmission,2010 Chrysler Town and Country,2010,2799694
Chrysler,17,Gasoline,25,Automatic transmission,2010 Chrysler Town and Country,2010,1735163
Chrysler,16,Gasoline,23,Automatic transmission,2010 Chrysler Town and Country,2010,2325100
Chrysler,16,Gasoline,23,Automatic transmission,2010 Chrysler Town and Country,2010,2108792
Jaguar,16,Gasoline,25,Automatic transmission,2010 Jaguar XF,2010,2285844
Jaguar,16,Gasoline,23,Automatic transmission,2010 Jaguar XF,2010,1286911
Jaguar,15,Gasoline,21,Automatic transmission,2010 Jaguar XF,2010,2692568
Jaguar,15,Gasoline,21,Automatic transmission,2010 Jaguar XF,2010,541326
Jeep,23,Gasoline,29,Manual transmission,2010 Jeep Patriot,2010,1347039
Jeep,23,Gasoline,28,Manual transmission,2010 Jeep Patriot,2010,2616476
Jeep,23,Gasoline,28,Manual transmission,2010 Jeep Patriot,2010,1112771
Jeep,23,Gasoline,29,Manual transmission,2010 Jeep Patriot,2010,886774
Jeep,23,Gasoline,28,Manual transmission,2010 Jeep Patriot,2010,1485042
Jeep,23,Gasoline,28,Manual transmission,2010 Jeep Patriot,2010,1728207
Jeep,23,Gasoline,28,Manual transmission,2010 Jeep Patriot,2010,997450
Jeep,23,Gasoline,28,Manual transmission,2010 Jeep Patriot,2010,1572357
Lotus,21,Gasoline,27,Manual transmission,2011 Lotus Elise,2011,2567493
Lotus,20,Gasoline,26,Manual transmission,2011 Lotus Elise,2011,2533472
Lotus,20,Gasoline,26,Manual transmission,2010 Lotus Elise,2010,640493
Lotus,21,Gasoline,27,Manual transmission,2009 Lotus Elise,2009,1312892
Lotus,20,Gasoline,26,Manual transmission,2009 Lotus Elise,2009,533494
Chevrolet,22,Gasoline,33,Automatic transmission,2011 Chevrolet Malibu,2011,1465957
Chevrolet,22,Gasoline,33,Automatic transmission,2011 Chevrolet Malibu,2011,2947224
Chevrolet,22,Gasoline,33,Automatic transmission,2011 Chevrolet Malibu,2011,731740
Chevrolet,17,Gasoline,26,Automatic transmission,2011 Chevrolet Malibu,2011,1704757
Chevrolet,22,Gasoline,33,Automatic transmission,2011 Chevrolet Malibu,2011,2691945
Chevrolet,17,Gasoline,26,Automatic transmission,2011 Chevrolet Malibu,2011,2714539
Lotus,17,Gasoline,27,Manual transmission,2011 Lotus Evora,2011,2227423
MINI,27,Gasoline,35,Manual transmission,2012 MINI Countryman,2012,2233685
MINI,25,Gasoline,30,Automatic transmission,2012 MINI Countryman,2012,1936402
MINI,26,Gasoline,32,Manual transmission,2012 MINI Countryman,2012,2995156
MINI,25,Gasoline,32,Automatic transmission,2012 MINI Countryman,2012,720156
MINI,25,Gasoline,31,Manual transmission,2012 MINI Countryman,2012,988434
MINI,23,Gasoline,30,Automatic transmission,2012 MINI Countryman,2012,823115
MINI,28,Gasoline,35,Manual transmission,2011 MINI Countryman,2011,2139183
MINI,25,Gasoline,30,Automatic transmission,2011 MINI Countryman,2011,2658986
MINI,26,Gasoline,32,Manual transmission,2011 MINI Countryman,2011,1128710
MINI,25,Gasoline,32,Automatic transmission,2011 MINI Countryman,2011,1413389
MINI,25,Gasoline,31,Manual transmission,2011 MINI Countryman,2011,503791
MINI,23,Gasoline,30,Automatic transmission,2011 MINI Countryman,2011,842627
Chevrolet,22,Gasoline,30,Automatic transmission,2010 Chevrolet Malibu,2010,1434548
Chevrolet,22,Gasoline,30,Automatic transmission,2010 Chevrolet Malibu,2010,2936545
Chevrolet,22,Gasoline,33,Automatic transmission,2010 Chevrolet Malibu,2010,1004793
Chevrolet,22,Gasoline,33,Automatic transmission,2010 Chevrolet Malibu,2010,2955753
Chevrolet,17,Gasoline,26,Automatic transmission,2010 Chevrolet Malibu,2010,1189101
Chevrolet,22,Gasoline,33,Automatic transmission,2010 Chevrolet Malibu,2010,1440176
Chevrolet,17,Gasoline,26,Automatic transmission,2010 Chevrolet Malibu,2010,870886
Lotus,20,Gasoline,26,Manual transmission,2011 Lotus Exige,2011,1482253
Lotus,20,Gasoline,26,Manual transmission,2011 Lotus Exige,2011,1588084
Lotus,20,Gasoline,26,Manual transmission,2010 Lotus Exige,2010,1003149
Lotus,20,Gasoline,26,Manual transmission,2009 Lotus Exige,2009,1742520
Lotus,21,Gasoline,27,Manual transmission,2009 Lotus Exige,2009,2861852
Chevrolet,26,Gasoline,35,Manual transmission,2012 Chevrolet Sonic Sedan,2012,1970726
Chevrolet,25,Gasoline,35,Automatic transmission,2012 Chevrolet Sonic Sedan,2012,1692406
Chevrolet,26,Gasoline,35,Manual transmission,2012 Chevrolet Sonic Sedan,2012,1226026
Chevrolet,25,Gasoline,35,Automatic transmission,2012 Chevrolet Sonic Sedan,2012,2597430
Chevrolet,26,Gasoline,35,Manual transmission,2012 Chevrolet Sonic Sedan,2012,890434
Chevrolet,25,Gasoline,35,Automatic transmission,2012 Chevrolet Sonic Sedan,2012,1864507
Chevrolet,26,Gasoline,34,Automatic transmission,2010 Chevrolet Malibu Hybrid,2010,1780597
Maserati,13,Gasoline,20,Automatic transmission,2011 Maserati GranTurismo Coup,2011,1247035
Maserati,13,Gasoline,20,Automatic transmission,2011 Maserati GranTurismo Coup,2011,2126119
Maserati,12,Gasoline,19,Automatic transmission,2010 Maserati GranTurismo Coup,2010,2908988
Maserati,12,Gasoline,19,Automatic transmission,2010 Maserati GranTurismo Coup,2010,2098991
Maserati,12,Gasoline,20,Automatic transmission,2011 Maserati GranTurismo Convertible,2011,996674
Maserati,12,Gasoline,19,Automatic transmission,2010 Maserati GranTurismo Convertible,2010,2333286
Maserati,12,Gasoline,20,Automatic transmission,2011 Maserati Quattroporte,2011,2501901
Maserati,12,Gasoline,19,Automatic transmission,2011 Maserati Quattroporte,2011,553431
Maserati,12,Gasoline,19,Automatic transmission,2011 Maserati Quattroporte,2011,1098945
Jeep,15,Gasoline,19,Manual transmission,2011 Jeep Wrangler,2011,2626982
Jeep,15,Gasoline,19,Automatic transmission,2011 Jeep Wrangler,2011,1509381
Jeep,15,Gasoline,19,Manual transmission,2011 Jeep Wrangler,2011,629929
Jeep,15,Gasoline,19,Automatic transmission,2011 Jeep Wrangler,2011,774342
Jeep,15,Gasoline,19,Manual transmission,2011 Jeep Wrangler,2011,2345207
Jeep,15,Gasoline,19,Automatic transmission,2011 Jeep Wrangler,2011,541099
Jeep,15,Gasoline,19,Manual transmission,2011 Jeep Wrangler,2011,1174210
Jeep,15,Gasoline,19,Automatic transmission,2011 Jeep Wrangler,2011,2333812
Jeep,15,Gasoline,19,Manual transmission,2011 Jeep Wrangler,2011,2560363
Jeep,15,Gasoline,19,Automatic transmission,2011 Jeep Wrangler,2011,2016590
Jeep,15,Gasoline,19,Manual transmission,2011 Jeep Wrangler,2011,2278952
Jeep,15,Gasoline,19,Automatic transmission,2011 Jeep Wrangler,2011,1902445
Jeep,15,Gasoline,19,Manual transmission,2011 Jeep Wrangler,2011,2633875
Jeep,15,Gasoline,19,Automatic transmission,2011 Jeep Wrangler,2011,2593102
Jeep,15,Gasoline,19,Manual transmission,2011 Jeep Wrangler,2011,2519886
Jeep,15,Gasoline,19,Automatic transmission,2011 Jeep Wrangler,2011,2651147
Jeep,15,Gasoline,19,Automatic transmission,2011 Jeep Wrangler,2011,2690364
Jeep,15,Gasoline,19,Manual transmission,2011 Jeep Wrangler,2011,786021
Jeep,15,Gasoline,19,Automatic transmission,2011 Jeep Wrangler,2011,1265878
Jeep,15,Gasoline,19,Manual transmission,2011 Jeep Wrangler,2011,923338
Jeep,15,Gasoline,19,Automatic transmission,2011 Jeep Wrangler,2011,1970876
Jeep,15,Gasoline,19,Manual transmission,2011 Jeep Wrangler,2011,769155
Jeep,15,Gasoline,19,Automatic transmission,2011 Jeep Wrangler,2011,1156978
Jeep,15,Gasoline,19,Manual transmission,2011 Jeep Wrangler,2011,1986715
Jeep,15,Gasoline,19,Automatic transmission,2011 Jeep Wrangler,2011,2260439
Jeep,15,Gasoline,19,Manual transmission,2010 Jeep Wrangler,2010,1212516
Jeep,15,Gasoline,19,Automatic transmission,2010 Jeep Wrangler,2010,2805879
Jeep,15,Gasoline,19,Manual transmission,2010 Jeep Wrangler,2010,1000698
Jeep,15,Gasoline,19,Automatic transmission,2010 Jeep Wrangler,2010,1268712
Jeep,15,Gasoline,19,Manual transmission,2010 Jeep Wrangler,2010,803183
Jeep,15,Gasoline,19,Automatic transmission,2010 Jeep Wrangler,2010,2826898
Jeep,15,Gasoline,20,Automatic transmission,2010 Jeep Wrangler,2010,1666904
Jeep,15,Gasoline,19,Manual transmission,2010 Jeep Wrangler,2010,687733
Jeep,15,Gasoline,19,Automatic transmission,2010 Jeep Wrangler,2010,2887186
Jeep,15,Gasoline,20,Automatic transmission,2010 Jeep Wrangler,2010,2411812
Jeep,15,Gasoline,19,Manual transmission,2010 Jeep Wrangler,2010,1618169
Jeep,15,Gasoline,19,Automatic transmission,2010 Jeep Wrangler,2010,2248262
Jeep,15,Gasoline,19,Manual transmission,2010 Jeep Wrangler,2010,1134284
Jeep,15,Gasoline,19,Automatic transmission,2010 Jeep Wrangler,2010,868640
Jeep,15,Gasoline,19,Automatic transmission,2010 Jeep Wrangler,2010,1213038
GMC,18,Gasoline,25,Automatic transmission,2010 GMC Canyon,2010,2077771
GMC,18,Gasoline,24,Manual transmission,2010 GMC Canyon,2010,1503528
GMC,17,Gasoline,23,Automatic transmission,2010 GMC Canyon,2010,2814271
GMC,17,Gasoline,23,Automatic transmission,2010 GMC Canyon,2010,1837613
GMC,17,Gasoline,23,Automatic transmission,2010 GMC Canyon,2010,2980097
Maserati,12,Gasoline,20,Automatic transmission,2010 Maserati Quattroporte,2010,549097
Maserati,12,Gasoline,19,Automatic transmission,2010 Maserati Quattroporte,2010,1522083
Maserati,12,Gasoline,19,Automatic transmission,2010 Maserati Quattroporte,2010,876989
Honda,15,Gasoline,20,Automatic transmission,2011 Honda Ridgeline,2011,898783
Honda,15,Gasoline,20,Automatic transmission,2011 Honda Ridgeline,2011,2312577
Honda,15,Gasoline,20,Automatic transmission,2011 Honda Ridgeline,2011,1061303
Honda,15,Gasoline,20,Automatic transmission,2010 Honda Ridgeline,2010,2383902
Honda,15,Gasoline,20,Automatic transmission,2010 Honda Ridgeline,2010,2054916
Honda,15,Gasoline,20,Automatic transmission,2010 Honda Ridgeline,2010,2025178
MINI,29,Gasoline,37,Manual transmission,2012 MINI Cooper Coupe,2012,2690270
MINI,28,Gasoline,36,Automatic transmission,2012 MINI Cooper Coupe,2012,1073156
MINI,27,Gasoline,35,Manual transmission,2012 MINI Cooper Coupe,2012,2879765
MINI,26,Gasoline,34,Automatic transmission,2012 MINI Cooper Coupe,2012,876713
MINI,25,Gasoline,33,Manual transmission,2012 MINI Cooper Coupe,2012,1686705
Mercury,12,,17,Automatic transmission,2011 Mercury Grand Marquis,2011,1704793
Mercury,12,,17,Automatic transmission,2010 Mercury Grand Marquis,2011,940187
Mercury,21,Gasoline,28,Automatic transmission,2011 Mercury Mariner,2011,2486453
Mercury,20,Gasoline,26,Automatic transmission,2011 Mercury Mariner,2011,1579257
Mercury,14,,19,Automatic transmission,2011 Mercury Mariner,2011,2271760
Mercury,18,Gasoline,23,Automatic transmission,2011 Mercury Mariner,2011,2698731
Mercury,21,Gasoline,28,Automatic transmission,2011 Mercury Mariner,2011,697209
Mercury,20,Gasoline,26,Automatic transmission,2011 Mercury Mariner,2011,671259
Mercury,14,,19,Automatic transmission,2011 Mercury Mariner,2011,2257141
Mercury,13,,17,Automatic transmission,2011 Mercury Mariner,2011,1704408
Chrysler,17,Gasoline,24,Automatic transmission,2010 Chrysler Town and Country,2010,1739521
Chrysler,17,Gasoline,25,Automatic transmission,2010 Chrysler Town and Country,2010,1434126
BMW,11,Gasoline,17,Manual transmission,2010 BMW M6 Convertible,2010,2801730
BMW,11,Gasoline,17,Manual transmission,2010 BMW M6 Coup,2010,2023289
BMW,17,Gasoline,24,Automatic transmission,2010 BMW X3,2010,773439
BMW,17,Gasoline,24,Manual transmission,2010 BMW X3,2010,1267070
Toyota,25,Gasoline,35,Automatic transmission,2012 Toyota Camry,2012,2293245
Toyota,25,Gasoline,35,Automatic transmission,2012 Toyota Camry,2012,924956
Toyota,25,Gasoline,35,Automatic transmission,2012 Toyota Camry,2012,729640
Toyota,21,Gasoline,30,Automatic transmission,2012 Toyota Camry,2012,816400
Toyota,25,Gasoline,35,Automatic transmission,2012 Toyota Camry,2012,1503258
Toyota,21,Gasoline,30,Automatic transmission,2012 Toyota Camry,2012,1952070
BMW,19,Gasoline,25,Automatic transmission,2011 BMW X3,2011,562338
BMW,19,Gasoline,26,Automatic transmission,2011 BMW X3,2011,1382556
Toyota,17,Gasoline,20,Automatic transmission,2012 Toyota FJ Cruiser,2012,844919
Toyota,15,Gasoline,18,Manual transmission,2012 Toyota FJ Cruiser,2012,2267444
Toyota,17,Gasoline,20,Automatic transmission,2012 Toyota FJ Cruiser,2012,1351823
Chevrolet,26,Gasoline,35,Manual transmission,2012 Chevrolet Sonic Hatchback,2012,990776
Chevrolet,25,Gasoline,35,Automatic transmission,2012 Chevrolet Sonic Hatchback,2012,1887328
Chevrolet,26,Gasoline,35,Manual transmission,2012 Chevrolet Sonic Hatchback,2012,1077306
Chevrolet,29,Gasoline,40,Manual transmission,2012 Chevrolet Sonic Hatchback,2012,1153788
Chevrolet,25,Gasoline,35,Automatic transmission,2012 Chevrolet Sonic Hatchback,2012,2478839
Chevrolet,26,Gasoline,35,Manual transmission,2012 Chevrolet Sonic Hatchback,2012,971268
Chevrolet,29,Gasoline,40,Manual transmission,2012 Chevrolet Sonic Hatchback,2012,2990464
Chevrolet,25,Gasoline,35,Automatic transmission,2012 Chevrolet Sonic Hatchback,2012,2359432
BMW,15,Gasoline,21,Automatic transmission,2010 BMW X5,2010,586027
BMW,19,Dieselfuel,26,Automatic transmission,2010 BMW X5,2010,641767
BMW,14,Gasoline,19,Automatic transmission,2010 BMW X5,2010,598977
Chevrolet,15,Gasoline,21,Automatic transmission,2011 Chevrolet Suburban Half-Ton,2011,2239246
Chevrolet,11,,16,Automatic transmission,2011 Chevrolet Suburban Half-Ton,2011,2086588
Chevrolet,11,,16,Automatic transmission,2011 Chevrolet Suburban Half-Ton,2011,2305174
Chevrolet,15,Gasoline,21,Automatic transmission,2011 Chevrolet Suburban Half-Ton,2011,754304
Chevrolet,15,Gasoline,21,Automatic transmission,2011 Chevrolet Suburban Half-Ton,2011,1600320
Chevrolet,15,Gasoline,21,Automatic transmission,2011 Chevrolet Suburban Half-Ton,2011,2275195
BMW,19,Gasoline,26,Automatic transmission,2011 BMW X5,2011,1850791
BMW,14,Gasoline,20,Automatic transmission,2011 BMW X5,2011,2924207
BMW,16,Gasoline,23,Automatic transmission,2011 BMW X5,2011,877410
BMW,16,Gasoline,23,Automatic transmission,2011 BMW X5,2011,1028102
BMW,16,Gasoline,23,Automatic transmission,2011 BMW X5,2011,1032993
Chevrolet,10,Gasoline,16,Automatic transmission,2011 Chevrolet Suburban Three-Quarter-Ton,2011,923547
Chevrolet,10,Gasoline,15,Automatic transmission,2011 Chevrolet Suburban Three-Quarter-Ton,2011,2525408
Chevrolet,10,Gasoline,16,Automatic transmission,2011 Chevrolet Suburban Three-Quarter-Ton,2011,626286
Chevrolet,10,Gasoline,15,Automatic transmission,2011 Chevrolet Suburban Three-Quarter-Ton,2011,559541
Chevrolet,15,Gasoline,21,Automatic transmission,2010 Chevrolet Suburban,2010,1141697
Chevrolet,15,Gasoline,21,Automatic transmission,2010 Chevrolet Suburban,2010,555816
Chevrolet,15,Gasoline,21,Automatic transmission,2010 Chevrolet Suburban,2010,2382597
GMC,18,Gasoline,25,Manual transmission,2010 GMC Canyon,2010,1382615
GMC,18,Gasoline,25,Automatic transmission,2010 GMC Canyon,2010,2761574
GMC,18,Gasoline,24,Manual transmission,2010 GMC Canyon,2010,2403796
GMC,17,Gasoline,23,Automatic transmission,2010 GMC Canyon,2010,553264
GMC,17,Gasoline,23,Automatic transmission,2010 GMC Canyon,2010,745738
GMC,17,Gasoline,23,Automatic transmission,2010 GMC Canyon,2010,1931687
GMC,18,Gasoline,25,Manual transmission,2010 GMC Canyon,2010,1684907
GMC,18,Gasoline,25,Automatic transmission,2010 GMC Canyon,2010,1805260
GMC,18,Gasoline,24,Manual transmission,2010 GMC Canyon,2010,2713100
GMC,17,Gasoline,23,Automatic transmission,2010 GMC Canyon,2010,900327
GMC,17,Gasoline,23,Automatic transmission,2010 GMC Canyon,2010,618144
GMC,17,Gasoline,23,Automatic transmission,2010 GMC Canyon,2010,772650
Subaru,20,Gasoline,26,Automatic transmission,2011 Subaru Impreza Hatchback,2011,621660
Subaru,20,Gasoline,27,Manual transmission,2011 Subaru Impreza Hatchback,2011,2020755
Subaru,17,Gasoline,23,Manual transmission,2011 Subaru Impreza WRX Hatchback,2011,2456893
Subaru,20,Gasoline,27,Manual transmission,2011 Subaru Impreza Hatchback,2011,1534851
Subaru,20,Gasoline,26,Automatic transmission,2011 Subaru Impreza Hatchback,2011,2875892
Subaru,19,Gasoline,25,Manual transmission,2011 Subaru Impreza WRX Hatchback,2011,2652579
GMC,18,Gasoline,25,Manual transmission,2010 GMC Canyon,2010,2154140
GMC,18,Gasoline,25,Automatic transmission,2010 GMC Canyon,2010,556917
GMC,18,Gasoline,24,Manual transmission,2010 GMC Canyon,2010,1824516
GMC,17,Gasoline,23,Automatic transmission,2010 GMC Canyon,2010,1307920
GMC,17,Gasoline,23,Automatic transmission,2010 GMC Canyon,2010,904060
GMC,15,Gasoline,20,Automatic transmission,2010 GMC Canyon,2010,537535
GMC,17,Gasoline,23,Automatic transmission,2010 GMC Canyon,2010,1820352
GMC,14,Gasoline,19,Automatic transmission,2010 GMC Canyon,2010,2547327
Subaru,19,Gasoline,24,Automatic transmission,2010 Subaru Impreza Hatchback,2010,2844788
Subaru,20,Gasoline,26,Automatic transmission,2010 Subaru Impreza Hatchback,2010,2881960
Subaru,17,Gasoline,23,Manual transmission,2010 Subaru Impreza WRX Hatchback,2010,1285493
Subaru,20,Gasoline,26,Automatic transmission,2010 Subaru Impreza Hatchback,2010,2063803
Subaru,20,Gasoline,27,Manual transmission,2010 Subaru Impreza Hatchback,2010,2930906
Subaru,20,Gasoline,27,Manual transmission,2010 Subaru Impreza Hatchback,2010,2018328
Subaru,17,Gasoline,23,Manual transmission,2010 Subaru Impreza WRX Hatchback,2010,1426857
Subaru,18,Gasoline,25,Manual transmission,2010 Subaru Impreza WRX Hatchback,2010,2129101
